startTime,pm25
1381352400000.0,54
1381276800000.0,11.833
1381287600000.0,6.832999999999999
1381298400000.0,24.333
1381309200000.0,48.833
1381320000000.0,22.5
1381494060000.0,68.5
1381503600000.0,24.5
1381600800000.0,87
1381698000000.0,43
1381622400000.0,44.333
1381633200000.0,13.167
1381644000000.0,17.333
1381654800000.0,34.33300000000001
1381665600000.0,26.667
1381676400000.0,32
1381774020000.0,280.6
1381870800000.0,293
1381795200000.0,166.333
1381806000000.0,91.333
1381816800000.0,202.5
1381827600000.0,83.167
1381838400000.0,58.66699999999999
1381849200000.0,81.333
1381946400000.0,395.333
1382043600000.0,254.333
1381968000000.0,193
1381978800000.0,86.833
1381989600000.0,169.667
1382000400000.0,142.333
1382011200000.0,44.5
1382022000000.0,61.333
1382119200000.0,137.167
1382216400000.0,154.833
1382140800000.0,109.5
1382151600000.0,62.167
1382162400000.0,130.5
1382173200000.0,100.667
1382194800000.0,61.167
1382389200000.0,296.167
1382313600000.0,154
1382335200000.0,36.833
1382346000000.0,46.667
1382367600000.0,45
1382464800000.0,47.167
1382562000000.0,60.167
1382486400000.0,33
1382497200000.0,24.5
1382508000000.0,73
1382518800000.0,211.833
1382529600000.0,59.333
1382540400000.0,55.5
1382637600000.0,572
1382734800000.0,457.5
1382659200000.0,332.333
1382670000000.0,189.333
1382680800000.0,100.667
1382691600000.0,76
1382702400000.0,58.66699999999999
1382713200000.0,68.5
1382875200000.0,40.667
1382983200000.0,273.667
1383080400000.0,399.333
1383004800000.0,265.5
1383015600000.0,127.5
1383026400000.0,203.333
1383037200000.0,179.5
1383048000000.0,90.833
1383058800000.0,65.667
1383156000000.0,547.667
1383253200000.0,371.333
1383177600000.0,306.5
1383199200000.0,183.667
1383210000000.0,55.167
1383220800000.0,35.5
1383231600000.0,29.833
1383328800000.0,445.5
1383393600000.0,27
1383404400000.0,53.333
1383501600000.0,523.5
1383598800000.0,565.8330000000001
1383523200000.0,340.667
1383534000000.0,135.167
1383544800000.0,114.5
1383555600000.0,159.333
1383566400000.0,62.167
1383577200000.0,117.833
1383674400000.0,78.833
1383771600000.0,42.167
1383696000000.0,26.333
1383706800000.0,16.667
1383717600000.0,69
1383728400000.0,47.167
1383739200000.0,31.833
1383750000000.0,38.833
1383760980000.0,263.6
1383858000000.0,198.5
1383782400000.0,125
1383793200000.0,44.667
1383804000000.0,212.5
1383814800000.0,386.5
1383825600000.0,181.833
1383836400000.0,195
1383933600000.0,66.833
1384030800000.0,55
1383955200000.0,55.833
1383966000000.0,22.5
1383976800000.0,44.333
1383987600000.0,56.5
1383998400000.0,33.833
1384009200000.0,64.667
1384106400000.0,200.333
1384203600000.0,2871.333
1384128000000.0,1606.333
1384138800000.0,104.333
1384149600000.0,278.667
1384160400000.0,149.833
1384171200000.0,48.167
1384182000000.0,50.5
1384279200000.0,60.5
1384376400000.0,41.83300000000001
1384300800000.0,56
1384311600000.0,30.5
1384322400000.0,34.83300000000001
1384333200000.0,52.167
1384344000000.0,37.667
1384354800000.0,62.167
1384452000000.0,499.167
1384549200000.0,530.667
1384495200000.0,317.833
1384506000000.0,701.5
1384516800000.0,192.333
1384527600000.0,77.5
1384624800000.0,498.167
1384722000000.0,386.833
1384646400000.0,399
1384657200000.0,262
1384668000000.0,266.5
1384678800000.0,709.333
1384689600000.0,193.833
1384700400000.0,144
1384797600000.0,2498
1384894800000.0,814
1384819200000.0,717.667
1384830000000.0,362.5
1384840800000.0,469
1384851600000.0,415
1384862400000.0,115
1384873200000.0,334.25
1384970400000.0,1351
1385067600000.0,2082.5
1384992000000.0,1156.333
1385002800000.0,350.5
1385013600000.0,398.833
1385024400000.0,400.667
1385143200000.0,126.818
1385240400000.0,280.833
1385164800000.0,152.667
1385175600000.0,95.333
1385542800000.0,288.833
1385553600000.0,59.66699999999999
1385564400000.0,118.333
1385821380000.0,5440
1385831340000.0,181.26
1385834400000.0,333.45
1385931600000.0,261.63
1385856000000.0,262.327
1385866800000.0,191.393
1385877600000.0,238.007
1385888400000.0,155.547
1385899200000.0,46.993
1385910000000.0,55.03700000000001
1386007200000.0,562.907
1386104400000.0,608
1386028800000.0,486.717
1386039600000.0,461.32
1386050400000.0,149.91
1386061200000.0,452.39
1386072000000.0,143.323
1386180000000.0,185.915
1386277200000.0,317.617
1386201600000.0,293.107
1386212400000.0,177.713
1386223200000.0,237.057
1386234000000.0,102.157
1386244800000.0,44.397
1386255600000.0,137.623
1386352800000.0,368.727
1386450000000.0,368.41
1386374400000.0,230.977
1386385200000.0,98.04000000000001
1386396000000.0,128.757
1386406800000.0,99.94
1386417600000.0,39.583
1386525600000.0,99.82599999999999
1386622800000.0,178.917
1386547200000.0,199.247
1386558000000.0,163.717
1386568800000.0,197.283
1386579600000.0,131.987
1386590400000.0,91.26299999999999
1386601200000.0,27.867
1386698400000.0,54.087
1386795600000.0,124.323
1386720000000.0,391.843
1386730800000.0,188.607
1386741600000.0,64.283
1386752400000.0,82.20700000000001
1386763200000.0,24.383
1386774000000.0,23.18
1386871200000.0,367.08
1386968400000.0,296.907
1386892800000.0,291.397
1386903600000.0,131.733
1386914400000.0,185.883
1386925200000.0,249.787
1386936000000.0,41.547
1387048020000.0,552.8049999999999
1387141200000.0,449.097
1387065600000.0,610.533
1387076400000.0,268.027
1387087200000.0,197.917
1387098000000.0,358.277
1387108800000.0,147.377
1387119600000.0,279.807
1387131000000.0,696.16
1387227600000.0,448.653
1387152000000.0,462.523
1387162800000.0,227.493
1387173600000.0,216.41
1387184400000.0,379.367
1387195200000.0,43.193
1387206000000.0,119.51
1387303200000.0,413.44
1387400400000.0,474.367
1387324800000.0,267.33
1387335600000.0,111.847
1387346400000.0,169.163
1387476000000.0,356.488
1387573200000.0,492.733
1387497600000.0,462.397
1387508400000.0,263.91
1387519200000.0,313.943
1387530000000.0,145.73
1387540800000.0,44.207
1387551600000.0,89.42700000000001
1387746000000.0,497.167
1387670400000.0,444.6
1387681200000.0,195.953
1387692000000.0,127.173
1387702800000.0,242.947
1387713600000.0,35.15
1387724400000.0,29.07
1387821600000.0,61.94
1387918800000.0,187.91
1387843200000.0,442.13
1387854000000.0,150.163
1387864800000.0,124.767
1387875600000.0,122.487
1387886400000.0,187.593
1387897200000.0,206.213
1387994400000.0,168.973
1388091600000.0,234.207
1388016000000.0,252.953
1388026800000.0,115.9
1388037600000.0,153.013
1388048400000.0,210.52
1388059200000.0,71.56700000000001
1388070000000.0,80.18000000000001
1388167200000.0,581.9069999999999
1388264400000.0,811.933
1388188800000.0,734.033
1388199600000.0,428.133
1388210400000.0,205.01
1388221200000.0,425.22
1388232000000.0,348.903
1388242800000.0,530.7330000000001
1388340000000.0,470.567
1388437200000.0,351.247
1388361600000.0,649.8000000000001
1388372400000.0,236.74
1388383200000.0,228.57
1388394000000.0,410.78
1388404800000.0,284.747
1388415600000.0,102.537
1388512800000.0,133.127
1388610000000.0,86.00700000000001
1388534400000.0,36.92299999999999
1388545200000.0,123.057
1388556000000.0,71.63
1388566800000.0,219.577
1388577600000.0,17.733
1388588400000.0,49.463
1388685600000.0,139.903
1388782800000.0,168.847
1388707200000.0,283.67
1388718000000.0,153.9
1388728800000.0,188.037
1388739600000.0,412.173
1388750400000.0,57.76
1388761200000.0,57.38
1388858400000.0,130.91
1388955600000.0,119.953
1388880000000.0,126.603
1388890800000.0,187.15
1388901600000.0,64.727
1388912400000.0,94.68300000000001
1388923200000.0,41.99
1388934000000.0,37.81
1389031200000.0,63.14300000000001
1389083340000.0,80.94
1389085200000.0,189.62
1389096000000.0,58.58300000000001
1389106800000.0,29.323
1389204000000.0,371.703
1389301200000.0,349.41
1389225600000.0,319.897
1389236400000.0,232.623
1389247200000.0,249.533
1389258000000.0,297.287
1389268800000.0,86.45
1389279600000.0,220.907
1389376800000.0,249.533
1389474000000.0,377.34
1389398400000.0,463.537
1389409200000.0,136.103
1389430800000.0,211.597
1389441600000.0,267.647
1389452400000.0,72.07299999999999
1389549600000.0,509.39
1389646800000.0,513.5070000000001
1389571200000.0,558.093
1389582000000.0,351.31
1389592800000.0,231.167
1389603600000.0,246.557
1389614400000.0,97.407
1389625200000.0,199.88
1389722400000.0,565.5029999999999
1389819600000.0,739.1
1389744000000.0,647.2670000000001
1389754800000.0,320.783
1389765600000.0,255.803
1389776400000.0,322.367
1389895200000.0,86.64
1389992400000.0,303.683
1389916800000.0,226.543
1389927600000.0,250.483
1389938400000.0,226.227
1389949200000.0,423.89
1389960000000.0,75.62
1389970800000.0,64.85299999999999
1390068000000.0,67.07000000000001
1390165200000.0,68.083
1390089600000.0,28.627
1390100400000.0,18.303
1390111200000.0,30.97
1390122000000.0,43.51
1390132800000.0,23.687
1390241760000.0,415.123
1390338000000.0,601.6669999999999
1390262400000.0,565.567
1390273200000.0,362.583
1390284000000.0,287.85
1390294800000.0,200.45
1390305600000.0,66.373
1390316400000.0,73.973
1390414620000.0,222.604
1390510800000.0,637.1329999999999
1390435200000.0,593.433
1390446000000.0,391.02
1390456800000.0,210.963
1390467600000.0,316.92
1390478400000.0,107.35
1390489200000.0,34.01
1390586400000.0,128.187
1390683600000.0,129.517
1390608000000.0,128.313
1390618800000.0,118.117
1390629600000.0,167.77
1390640400000.0,259.54
1390651200000.0,73.593
1390662000000.0,85.563
1390761480000.0,47.5
1390856400000.0,34.83300000000001
1390780800000.0,47.183
1390791600000.0,73.593
1390802400000.0,89.553
1390813200000.0,119.003
1390824000000.0,26.157
1390834800000.0,49.4
1390932000000.0,122.36
1391029200000.0,243.327
1390953600000.0,70.42700000000001
1390964400000.0,10.893
1390975200000.0,25.84
1390986000000.0,38.19
1390996800000.0,16.467
1391007600000.0,26.727
1391364000000.0,94.113
1391461200000.0,136.547
1391385600000.0,118.75
1391396400000.0,59.59699999999999
1391407200000.0,144.147
1391418000000.0,234.08
1391428800000.0,24.89
1391439600000.0,21.28
1391536800000.0,339.593
1391634000000.0,220.21
1391558400000.0,238.133
1391569200000.0,193.23
1391580000000.0,248.9
1391590800000.0,211.027
1391601600000.0,51.173
1391612400000.0,142.563
1391709600000.0,106.78
1391806800000.0,166.25
1391731200000.0,187.403
1391742000000.0,135.09
1391752800000.0,135.343
1391763600000.0,268.027
1391774400000.0,223.377
1391785200000.0,29.323
1391882400000.0,60.67299999999999
1391979600000.0,201.843
1391904000000.0,201.97
1391914800000.0,160.93
1391925600000.0,151.937
1391936400000.0,171.823
1391947200000.0,70.74299999999999
1391958000000.0,46.487
1392055200000.0,52.44
1392152400000.0,174.103
1392076800000.0,203.933
1392087600000.0,118.623
1392098400000.0,242.25
1392109200000.0,323.76
1392120000000.0,147.63
1392130800000.0,36.733
1392228000000.0,145.16
1392325200000.0,232.877
1392281040000.0,254.22
1392282000000.0,161.627
1392292800000.0,62.7
1392303600000.0,49.65300000000001
1392400800000.0,160.36
1392498000000.0,214.89
1392422400000.0,264.163
1392433200000.0,214.447
1392444000000.0,233.32
1392454800000.0,333.45
1392465600000.0,48.45
1392476400000.0,18.177
1392573600000.0,194.117
1392670800000.0,210.71
1392595200000.0,278.16
1392606000000.0,173.977
1392616800000.0,282.657
1392627600000.0,253.143
1392638400000.0,48.767
1392649200000.0,36.41699999999999
1392746400000.0,188.29
1392843600000.0,256.817
1392768000000.0,338.327
1392778800000.0,194.75
1392789600000.0,229.963
1392800400000.0,154.597
1392811200000.0,88.477
1392822000000.0,39.837
1392919200000.0,287.787
1393016400000.0,334.02
1392940800000.0,361.697
1392951600000.0,161.31
1392962400000.0,212.737
1392973200000.0,134.077
1392984000000.0,34.96
1393092660000.0,23.256
1393189200000.0,21.47
1393113600000.0,20.583
1393124400000.0,17.607
1393135200000.0,20.457
1393264800000.0,123.396
1393362000000.0,168.277
1393286400000.0,118.56
1393297200000.0,88.09699999999999
1393308000000.0,121.22
1393318800000.0,70.93299999999999
1393329600000.0,31.73
1393340400000.0,20.837
1393437600000.0,63.777
1393534800000.0,146.3
1393459200000.0,116.723
1393470000000.0,85.69
1393480800000.0,174.293
1393491600000.0,123.753
1393502400000.0,38
1393513200000.0,35.72
1393610400000.0,116.407
1393707600000.0,119.763
1393632000000.0,131.1
1393642800000.0,73.91
1393653600000.0,113.493
1393664400000.0,75.05000000000001
1393675200000.0,34.897
1393686000000.0,30.083
1393783200000.0,51.49
1393880400000.0,134.267
1393804800000.0,113.747
1393815600000.0,96.90000000000001
1393826400000.0,207.86
1393837200000.0,165.617
1393848000000.0,14.44
1393956000000.0,59.823
1394053200000.0,108.11
1393977600000.0,140.663
1393988400000.0,48.07
1393999200000.0,105.197
1394010000000.0,202.54
1394020800000.0,26.03
1394031600000.0,16.53
1394128800000.0,87.083
1394226000000.0,118.687
1394150400000.0,133.127
1394161200000.0,111.277
1394172000000.0,171.063
1394182800000.0,64.283
1394193600000.0,30.59
1394204400000.0,21.913
1394301840000.0,118.94
1394398800000.0,135.027
1394323200000.0,122.423
1394334000000.0,14.187
1394366400000.0,16.847
1394476740000.0,24.814
1394571600000.0,41.23
1394496000000.0,56.873
1394506800000.0,29.64
1394517600000.0,111.593
1394528400000.0,55.797
1394539200000.0,11.02
1394550000000.0,14.82
1394647200000.0,93.98699999999999
1394744400000.0,191.583
1394668800000.0,55.48
1394679600000.0,30.02
1394690400000.0,100.383
1394701200000.0,141.487
1394712000000.0,9.247
1394722800000.0,7.537
1394820000000.0,118.75
1394917200000.0,114.697
1394841600000.0,106.147
1394852400000.0,87.52699999999999
1394863200000.0,64.85299999999999
1394874000000.0,35.467
1394884800000.0,21.09
1394895600000.0,14.757
1394992800000.0,19.887
1395090000000.0,11.717
1395014400000.0,9.817
1395025200000.0,5.763
1395036000000.0,25.523
1395046800000.0,32.48999999999999
1395068400000.0,10.007
1395166500000.0,25.08
1395262800000.0,27.55
1395187200000.0,22.737
1395198000000.0,26.917
1395208800000.0,47.943
1395219600000.0,28.69
1395230400000.0,12.033
1395241200000.0,11.78
1395338400000.0,160.297
1395435600000.0,105.83
1395381600000.0,99.18000000000001
1395392400000.0,97.027
1395403200000.0,30.463
1395414000000.0,9.436999999999999
1395511200000.0,73.973
1395543600000.0,25.397
1395554400000.0,25.65
1395576000000.0,12.793
1395586800000.0,9.247
1395684000000.0,105.767
1395781200000.0,71.69300000000001
1395705600000.0,45.98
1395716400000.0,26.22
1395727200000.0,58.33
1395738000000.0,19.697
1395748800000.0,15.96
1395759600000.0,9.436999999999999
1395856800000.0,57.823
1395954000000.0,36.037
1395878400000.0,57
1395889200000.0,20.013
1395900000000.0,29.893
1395910800000.0,15.263
1395921600000.0,11.97
1395932400000.0,9.753
1396029600000.0,13.743
1396126800000.0,53.327
1396051200000.0,38.95
1396062000000.0,18.05
1396072800000.0,36.48
1396083600000.0,40.153
1396105200000.0,7.22
1396450800000.0,7.6
1396548000000.0,48.767
