startTime,pm25
1396645200000.0,58.267
1396569600000.0,26.663
1396580400000.0,14.693
1396591200000.0,40.407
1396602000000.0,27.93
1396612800000.0,15.897
1396623600000.0,10.323
1396720800000.0,34.897
1396818000000.0,77.393
1396742400000.0,63.14300000000001
1396753200000.0,14.377
1396764000000.0,32.87
1396774800000.0,29.387
1396785600000.0,14.757
1396796400000.0,8.550000000000001
1396893600000.0,53.517
1396990800000.0,64.473
1396915200000.0,29.703
1396926000000.0,18.113
1396936800000.0,34.707
1396947600000.0,26.663
1396958400000.0,14.503
1396969200000.0,16.593
1397066400000.0,20.583
1397163600000.0,63.397
1397088000000.0,46.107
1397098800000.0,34.2
1397109600000.0,34.32700000000001
1397120400000.0,15.453
1397131200000.0,12.73
1397142000000.0,11.78
1397239200000.0,38.823
1397336400000.0,41.737
1397260800000.0,27.233
1397271600000.0,20.077
1397282400000.0,25.967
1397293200000.0,14.883
1397304000000.0,8.359999999999999
1397314800000.0,6.143
1397412000000.0,21.217
1397509200000.0,18.43
1397433600000.0,19.317
1397444400000.0,12.35
1397455200000.0,15.707
1397466000000.0,23.877
1397476800000.0,15.897
1397487600000.0,6.967000000000001
1397584800000.0,15.073
1397682000000.0,12.097
1397606400000.0,10.26
1397617200000.0,5.383
1397628000000.0,9.817
1397638800000.0,10.957
1397649600000.0,11.273
1397757600000.0,19.042
1397854800000.0,17.417
1397779200000.0,21.47
1397790000000.0,13.807
1397800800000.0,30.337
1397811600000.0,14.503
1397822400000.0,10.577
1397833200000.0,10.703
1397930400000.0,57.443
1398027600000.0,94.747
1397952000000.0,53.643
1397962800000.0,39.583
1397973600000.0,56.683
1397984400000.0,34.58
1397995200000.0,20.013
1398006000000.0,12.92
1398103200000.0,23.243
1398200400000.0,54.467
1398124800000.0,31.603
1398135600000.0,19.507
1398146400000.0,29.83
1398163200000.0,14.82
1398168000000.0,7.283
1398178800000.0,6.207
1398276000000.0,53.897
1398373200000.0,47.12
1398297600000.0,20.647
1398308400000.0,9.5
1398319200000.0,42.18
1398330000000.0,27.613
1398340800000.0,39.583
1398351600000.0,21.85
1398448800000.0,38.887
1398546000000.0,63.27000000000001
1398470400000.0,26.03
1398481200000.0,9.563000000000001
1398492000000.0,21.723
1398621600000.0,10.018
1398718800000.0,40.28
1398643200000.0,33.947
1398654000000.0,17.67
1398664800000.0,34.83300000000001
1398675600000.0,17.417
1398686400000.0,7.283
1398697200000.0,6.903
1398794400000.0,43.257
1398891600000.0,30.273
1398816000000.0,19.95
1398826800000.0,11.717
1398837600000.0,8.17
1398848400000.0,15.073
1398859200000.0,10.387
1398870000000.0,10.007
1398967200000.0,14.757
1399064400000.0,50.16
1398988800000.0,26.6
1398999600000.0,8.550000000000001
1399010400000.0,9.627000000000001
1399021200000.0,10.577
1399032000000.0,11.59
1399042800000.0,12.16
1399140000000.0,20.267
1399237200000.0,78.533
1399161600000.0,26.473
1399172400000.0,13.617
1399183200000.0,23.37
1399194000000.0,20.837
1399204800000.0,11.843
1399215600000.0,7.473
1399312800000.0,19.95
1399410000000.0,34.897
1399334400000.0,21.407
1399345200000.0,10.703
1399356000000.0,21.787
1399366800000.0,14.757
1399377600000.0,11.273
1399388400000.0,10.83
1399485600000.0,13.553
1399582800000.0,13.617
1399507200000.0,9.436999999999999
1399518000000.0,5.827
1399528800000.0,10.577
1399539600000.0,11.653
1399550400000.0,11.78
1399561200000.0,11.02
1399658400000.0,23.497
1399755600000.0,22.737
1399680000000.0,10.893
1399690800000.0,6.967000000000001
1399701600000.0,9.436999999999999
1399712400000.0,13.11
1399723200000.0,14.883
1399734000000.0,16.15
1399831200000.0,20.71
1399928400000.0,46.55
1399852800000.0,28.817
1399863600000.0,14.693
1399874400000.0,15.137
1399885200000.0,25.333
1399896000000.0,27.613
1399906800000.0,12.983
1400004000000.0,17.67
1400101200000.0,71.947
1400025600000.0,28.373
1400036400000.0,15.96
1400047200000.0,27.677
1400058000000.0,17.987
1400068800000.0,12.983
1400079600000.0,9.563000000000001
1400176800000.0,18.113
1400274000000.0,21.343
1400209200000.0,9.943
1400220000000.0,19.697
1400230800000.0,16.023
1400241600000.0,14.313
1400252400000.0,12.287
1400349600000.0,29.323
1400446800000.0,44.903
1400371200000.0,42.687
1400392800000.0,11.337
1400403600000.0,8.866999999999999
1400414400000.0,9.372999999999999
1400425200000.0,12.477
1400522400000.0,11.843
1400619600000.0,15.01
1400544000000.0,16.087
1400554800000.0,13.997
1400565600000.0,25.143
1400576400000.0,21.787
1400587200000.0,12.667
1400598000000.0,10.387
1400695200000.0,23.18
1400792400000.0,20.963
1400716800000.0,8.992999999999999
1400727600000.0,6.523000000000001
1400738400000.0,9.753
1400749200000.0,13.49
1400760000000.0,7.283
1400770800000.0,6.523000000000001
1400868000000.0,7.283
1400965200000.0,7.41
1400889600000.0,7.41
1400900400000.0,6.397
1400911200000.0,8.866999999999999
1400922000000.0,13.427
1400932800000.0,6.333
1400943600000.0,6.08
1401040800000.0,12.92
1401138000000.0,59.153
1401097440000.0,7.6
1401105600000.0,6.207
1401116400000.0,9.372999999999999
1401213600000.0,11.273
1401310800000.0,24.51
1401235200000.0,11.21
1401246000000.0,7.6
1401256800000.0,18.24
1401267600000.0,12.983
1401278400000.0,6.397
1401289200000.0,5.13
1401386400000.0,10.64
1401483600000.0,21.153
1401408000000.0,12.857
1401418800000.0,8.992999999999999
1401429600000.0,12.667
1401440400000.0,10.387
1401451200000.0,7.283
1401462000000.0,8.106999999999999
1401559200000.0,11.97
1401656400000.0,24.257
1401631020000.0,20.52
1401634800000.0,12.477
1401732000000.0,7.029999999999999
1401829200000.0,10.577
1401753600000.0,12.35
1401764400000.0,5.257000000000001
1401775200000.0,4.497
1401786000000.0,6.713
1401796800000.0,6.207
1401807600000.0,5.383
1401957780000.0,15.96
1401991200000.0,12.709
1402088400000.0,29.007
1402023600000.0,10.513
1402045200000.0,11.273
1402056000000.0,8.550000000000001
1402078260000.0,8.325000000000001
1402174800000.0,10.197
1402099200000.0,7.22
1402110000000.0,5.193
1402120800000.0,10.957
1402131600000.0,9.247
1402142400000.0,10.197
1402153200000.0,7.662999999999999
1402250400000.0,7.22
1402347600000.0,15.833
1402282800000.0,10.577
1402293600000.0,13.87
1402304400000.0,12.033
1402315200000.0,6.143
1402326000000.0,5.763
1402423200000.0,9.31
1402520400000.0,19.57
1402444800000.0,25.143
1402455600000.0,5.7
1402466400000.0,5.890000000000001
1402477200000.0,7.917000000000001
1402488000000.0,7.157
1402498800000.0,7.79
1402596000000.0,7.6
1402693200000.0,15.39
1402617600000.0,13.933
1402628400000.0,8.550000000000001
1402639200000.0,10.07
1402650000000.0,8.866999999999999
1402660800000.0,7.537
1402671600000.0,5.827
1402866000000.0,10.007
1402790400000.0,6.713
1402801200000.0,6.523000000000001
1402812000000.0,7.029999999999999
1402822800000.0,7.917000000000001
1402833600000.0,3.61
1402844400000.0,4.117
1402941660000.0,9.956
1403038800000.0,9.627000000000001
1402963200000.0,14.503
1402974000000.0,9.31
1402984800000.0,13.807
1402995600000.0,10.577
1403006400000.0,7.473
1403017200000.0,9.753
1403116380000.0,10.355
1403211600000.0,13.047
1403136000000.0,6.649999999999999
1403146800000.0,2.533
1403157600000.0,6.08
1403168400000.0,8.17
1403179200000.0,11.97
1403190000000.0,8.866999999999999
1403287200000.0,12.54
1403384400000.0,9.753
1403308800000.0,15.39
1403319600000.0,9.753
1403330400000.0,10.323
1403341200000.0,16.277
1403352000000.0,6.903
1403362800000.0,5.763
1403460000000.0,12.287
1403557200000.0,17.037
1403481600000.0,7.283
1403492400000.0,5.193
1403503200000.0,8.233000000000001
1403514000000.0,11.59
1403535600000.0,10.957
1403654400000.0,10.26
1403665200000.0,6.967000000000001
1403676000000.0,11.527
1403686800000.0,17.353
1403697600000.0,15.77
1403708400000.0,13.87
1403805600000.0,18.81
1403902800000.0,24.7
1403827200000.0,18.367
1403838000000.0,13.68
1403848800000.0,19.19
1403870400000.0,15.073
1403881200000.0,19.19
1403975760000.0,13.68
1403978460000.0,11.096
1404075600000.0,26.6
1404000000000.0,14.757
1404010800000.0,9.31
1404021600000.0,14.25
1404032400000.0,13.68
1404043200000.0,13.997
1404054000000.0,9.436999999999999
1404151200000.0,18.113
1404248400000.0,26.537
1404172800000.0,20.457
1404183600000.0,12.603
1404194400000.0,16.277
1404216000000.0,18.81
1404226800000.0,15.77
1404324000000.0,13.553
1404345600000.0,15.77
1404356400000.0,7.41
1404367200000.0,6.649999999999999
1404378000000.0,9.690000000000001
1404388800000.0,7.662999999999999
1404399600000.0,7.473
1412149020000.0,73.91
1412154000000.0,37.303
1412164800000.0,20.837
1412175600000.0,23.497
1412272800000.0,49.907
1412370000000.0,47.183
1412294400000.0,35.403
1412305200000.0,15.073
1412316000000.0,36.92299999999999
1412326800000.0,29.45
1412337600000.0,13.3
1412348400000.0,19.887
1412445600000.0,82.65000000000001
1412542800000.0,70.11
1412467200000.0,48.64
1412478000000.0,30.083
1412488800000.0,41.61
1412499600000.0,22.99
1412510400000.0,22.99
1412521200000.0,12.92
1412618400000.0,98.04000000000001
1412715600000.0,81.193
1412640000000.0,51.427
1412650800000.0,38.443
1412661600000.0,39.077
1412672400000.0,28.627
1412683200000.0,19.95
1412694000000.0,16.15
1412791200000.0,55.1
1412834400000.0,13.933
1412845200000.0,15.453
1412856000000.0,12.16
1412866800000.0,13.11
1412964000000.0,15.2
1413061200000.0,10.957
1412985600000.0,6.333
1412996400000.0,5.13
1413007200000.0,9.690000000000001
1413018000000.0,22.103
1413039600000.0,11.273
1413136800000.0,62.51
1413234000000.0,103.043
1413158400000.0,85.373
1413169200000.0,49.65300000000001
1413190800000.0,28.247
1413212400000.0,17.923
1413482400000.0,102.283
1413579600000.0,65.297
1413504000000.0,63.46
1413514800000.0,34.707
1413525600000.0,65.803
1413536400000.0,49.337
1413547200000.0,21.343
1413558000000.0,10.957
1413655200000.0,78.027
1413752400000.0,63.46
1413676800000.0,37.873
1413687600000.0,19.317
1413698400000.0,13.997
1413709200000.0,25.143
1413720000000.0,15.517
1413730800000.0,21.153
1413828000000.0,105.767
1413925200000.0,120.017
1413849600000.0,95.633
1413860400000.0,58.837
1413871200000.0,59.85
1413882000000.0,48.26
1413892800000.0,24.637
1413903600000.0,24.193
1414000800000.0,121.663
1414098000000.0,62.573
1414022400000.0,47.31
1414033200000.0,48.957
1414044000000.0,47.817
1414054800000.0,68.843
1414065600000.0,29.007
1414076400000.0,22.673
1414173600000.0,130.657
1414270800000.0,114.95
1414195200000.0,70.80699999999999
1414206000000.0,27.423
1414216800000.0,20.773
1414227600000.0,27.043
1414238400000.0,18.62
1414249200000.0,12.667
1414346400000.0,22.483
1414443600000.0,14.883
1414368000000.0,8.866999999999999
1414378800000.0,5.827
1414389600000.0,17.353
1414400400000.0,17.543
1414411200000.0,11.527
1414422000000.0,12.983
1414519200000.0,27.043
1414616400000.0,18.81
1414540800000.0,13.87
1414551600000.0,12.16
1414562400000.0,19.633
1414573200000.0,40.343
1414584000000.0,27.867
1414594800000.0,17.163
1414692000000.0,14.25
1414789200000.0,6.84
1414713600000.0,5.193
1414735200000.0,33.693
1414746000000.0,55.86
1414756800000.0,19.633
1414767600000.0,15.517
1414864800000.0,97.08999999999999
1414962000000.0,64.727
1414886400000.0,70.23699999999999
1414897200000.0,24.257
1414908000000.0,44.46
1414918800000.0,127.427
1414929600000.0,20.203
1414940400000.0,33.63
1415037600000.0,153.33
1415134800000.0,100.637
1415059200000.0,53.833
1415070000000.0,32.11
1415080800000.0,82.777
1415091600000.0,114.697
1415102400000.0,12.92
1415113200000.0,16.593
1415210400000.0,96.203
1415307600000.0,85.247
1415232000000.0,76.31699999999999
1415242800000.0,36.353
1415253600000.0,62.953
1415264400000.0,52.123
1415275200000.0,36.353
1415286000000.0,26.41
1415383200000.0,201.78
1415480400000.0,179.677
1415404800000.0,210.773
1415415600000.0,115.71
1415426400000.0,109.883
1415437200000.0,120.08
1415448000000.0,40.343
1415458800000.0,44.397
1415556000000.0,291.333
1415653200000.0,175.813
1415577600000.0,49.20999999999999
1415588400000.0,10.513
1415599200000.0,20.14
1415610000000.0,21.85
1415620800000.0,17.607
1415631600000.0,16.593
1415728800000.0,20.837
1415826000000.0,15.897
1415750400000.0,11.653
1415761200000.0,11.02
1415772000000.0,56.937
1415782800000.0,71.44
1415793600000.0,11.4
1415804400000.0,27.677
1415901600000.0,150.86
1415923200000.0,98.863
1415934000000.0,73.087
1415944800000.0,103.487
1415955600000.0,91.137
1415966400000.0,42.623
1415977200000.0,59.66
1416247200000.0,274.233
1416344400000.0,160.867
1416268800000.0,158.46
1416301200000.0,71.06
1416340500000.0,277.59
1416430800000.0,247.507
1416386580000.0,287.66
1416387600000.0,40.977
1416398400000.0,23.053
1416506400000.0,51.54199999999999
1416603600000.0,137.623
1416528000000.0,126.793
1416538800000.0,8.803000000000001
1416549600000.0,18.367
1416679200000.0,154.945
1416776400000.0,89.74300000000001
1416700800000.0,63.587
1416711600000.0,43.003
1416722400000.0,80.18000000000001
1416733200000.0,221.287
1416744000000.0,55.03700000000001
1416754800000.0,30.4
1416852000000.0,250.483
1416949200000.0,287.027
1416873600000.0,178.727
1416884400000.0,30.083
1416895200000.0,26.22
1416906000000.0,31.983
1416916800000.0,26.093
1417024800000.0,112.589
1417122000000.0,150.67
1417046400000.0,236.233
1417057200000.0,108.11
1417068000000.0,158.65
1417078800000.0,50.793
1417089600000.0,24.193
1417100400000.0,27.297
1417197600000.0,368.283
1417294800000.0,284.62
1417219200000.0,355.427
1417230000000.0,106.337
1417240800000.0,52.44
1417251600000.0,278.223
1417370400000.0,96.33
1417467600000.0,123.5
1417392000000.0,154.09
1417402800000.0,97.47
1417413600000.0,156.307
1417424400000.0,115.71
1417435200000.0,31.097
1417446000000.0,62.51
1417543200000.0,65.107
1417640400000.0,484.69
1417564800000.0,336.427
1417575600000.0,227.367
1417586400000.0,434.467
1417597200000.0,262.2
1417608000000.0,29.957
1417629600000.0,131.987
1417726800000.0,203.3
1417651200000.0,140.98
1417662000000.0,95
1417672800000.0,154.343
1417683600000.0,226.923
1417802400000.0,603.567
1417899600000.0,439.153
1417824000000.0,352.133
1417834800000.0,115.9
1417845600000.0,55.163
1417856400000.0,115.9
1417867200000.0,48.57700000000001
1417878000000.0,33.947
